Image Path,Question,Predicted Answer,Correct Answer
DS-MVTec/grid/image/glue/004.png,There is a defect in the object. What is the appearance of the defect?,A,B
DS-MVTec/grid/image/glue/004.png,There is a defect in the object. What is the effect of the defect on the grid pattern?,A,A
DS-MVTec/grid/image/glue/005.png,Is there any defect in the object?,A,A
DS-MVTec/grid/image/glue/005.png,There is a defect in the object. What is the type of the defect?,A,C
DS-MVTec/grid/image/glue/005.png,There is a defect in the object. Where is the defect?,A,A
DS-MVTec/grid/image/glue/005.png,There is a defect in the object. What is the appearance of the defect?,D,C
DS-MVTec/grid/image/glue/005.png,There is a defect in the object. What effect does the defect have on the object?,B,B
DS-MVTec/grid/image/glue/006.png,Is there any defect in the object?,B,B
DS-MVTec/grid/image/glue/006.png,There is a defect in the object. What is the type of the defect?,D,B
DS-MVTec/grid/image/glue/006.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/grid/image/glue/006.png,There is a defect in the object. What is the appearance of the defect?,D,D
DS-MVTec/grid/image/glue/006.png,There is a defect in the object. What effect does the defect have on the object?,D,D
DS-MVTec/grid/image/glue/007.png,Is there any defect in the object?,A,A
DS-MVTec/grid/image/glue/007.png,There is a defect in the object. What is the type of the defect?,D,A
DS-MVTec/grid/image/glue/007.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/grid/image/glue/007.png,There is a defect in the object. What is the appearance of the defect?,C,C
DS-MVTec/grid/image/glue/007.png,There is a defect in the object. What is the effect of the defect?,D,D
DS-MVTec/grid/image/glue/008.png,Is there any defect in the object?,A,B
DS-MVTec/grid/image/glue/008.png,There is a defect in the object. What is the type of the defect?,D,C
DS-MVTec/grid/image/glue/008.png,There is a defect in the object. Where is the defect?,C,B
DS-MVTec/grid/image/glue/008.png,There is a defect in the object. What is the appearance of the defect?,D,B
DS-MVTec/grid/image/glue/008.png,There is a defect in the object. What effect does the defect have on the mesh?,C,C
DS-MVTec/grid/image/glue/009.png,Is there any defect in the object?,B,B
DS-MVTec/grid/image/glue/009.png,There is a defect in the object. What is the type of the defect?,B,C
DS-MVTec/grid/image/glue/009.png,There is a defect in the object. Where is the defect?,D,D
DS-MVTec/grid/image/glue/009.png,There is a defect in the object. What is the appearance of the defect?,A,A
DS-MVTec/grid/image/glue/009.png,There is a defect in the object. What is the effect of the defect?,B,B
DS-MVTec/grid/image/glue/010.png,Is there any defect in the object?,A,A
DS-MVTec/grid/image/glue/010.png,There is a defect in the object. What is the type of the defect?,A,B
DS-MVTec/grid/image/glue/010.png,There is a defect in the object. Where is the defect?,D,D
DS-MVTec/grid/image/glue/010.png,There is a defect in the object. What is the appearance of the defect?,D,D
DS-MVTec/grid/image/glue/010.png,There is a defect in the object. What effect does the defect have on the object?,B,B
DS-MVTec/grid/image/good/000.png,Is there any defect in the object?,B,B
DS-MVTec/grid/image/good/001.png,Is there any defect in the object?,B,B
DS-MVTec/grid/image/good/002.png,Is there any defect in the object?,B,B
DS-MVTec/grid/image/good/005.png,Is there any defect in the object?,B,B
DS-MVTec/grid/image/good/006.png,Is there any defect in the object?,B,B
DS-MVTec/grid/image/good/007.png,Is there any defect in the object?,B,B
DS-MVTec/grid/image/good/008.png,Is there any defect in the object?,A,A
DS-MVTec/grid/image/good/009.png,Is there any defect in the object?,B,B
DS-MVTec/grid/image/good/010.png,Is there any defect in the object?,A,A
DS-MVTec/grid/image/good/011.png,Is there any defect in the object?,A,A
DS-MVTec/grid/image/good/012.png,Is there any defect in the object?,B,B
DS-MVTec/grid/image/good/013.png,Is there any defect in the object?,A,A
DS-MVTec/grid/image/good/014.png,Is there any defect in the object?,A,A
DS-MVTec/grid/image/good/015.png,Is there any defect in the object?,B,B
DS-MVTec/grid/image/good/016.png,Is there any defect in the object?,A,A
DS-MVTec/grid/image/good/017.png,Is there any defect in the object?,B,B
DS-MVTec/grid/image/good/018.png,Is there any defect in the object?,A,A
DS-MVTec/grid/image/good/019.png,Is there any defect in the object?,A,A
DS-MVTec/grid/image/good/020.png,Is there any defect in the object?,A,A
DS-MVTec/grid/image/metal_contamination/000.png,Is there any defect in the object?,A,A
DS-MVTec/grid/image/metal_contamination/000.png,There is a defect in the object. What is the type of the defect?,D,C
DS-MVTec/grid/image/metal_contamination/000.png,There is a defect in the object. Where is the defect?,D,D
DS-MVTec/grid/image/metal_contamination/000.png,There is a defect in the object. What is the appearance of the defect?,A,A
DS-MVTec/grid/image/metal_contamination/000.png,There is a defect in the object. How does the defect affect the object?,C,C
DS-MVTec/grid/image/metal_contamination/001.png,Is there any defect in the object?,A,A
DS-MVTec/grid/image/metal_contamination/001.png,There is a defect in the object. What is the type of the defect?,C,C
DS-MVTec/grid/image/metal_contamination/001.png,There is a defect in the object. Where is the defect?,A,A
DS-MVTec/grid/image/metal_contamination/001.png,There is a defect in the object. What is the appearance of the defect?,D,D
DS-MVTec/grid/image/metal_contamination/001.png,There is a defect in the object. How does the defect on the grid contrast with the surrounding area?,B,B
DS-MVTec/grid/image/metal_contamination/002.png,Is there any defect in the object?,B,B
DS-MVTec/grid/image/metal_contamination/002.png,There is a defect in the object. What is the type of the defect?,C,C
DS-MVTec/grid/image/metal_contamination/002.png,There is a defect in the object. Where is the defect?,A,A
DS-MVTec/grid/image/metal_contamination/002.png,There is a defect in the object. What is the appearance of the defect?,C,C
DS-MVTec/grid/image/metal_contamination/002.png,There is a defect in the object. What effect does the defect have on the object?,D,D
DS-MVTec/grid/image/metal_contamination/003.png,Is there any defect in the object?,A,A
DS-MVTec/grid/image/metal_contamination/003.png,There is a defect in the object. What is the type of the defect?,B,B
DS-MVTec/grid/image/metal_contamination/003.png,There is a defect in the object. Where is the defect?,A,D
DS-MVTec/grid/image/metal_contamination/003.png,There is a defect in the object. What is the appearance of the defect?,C,A
DS-MVTec/grid/image/metal_contamination/003.png,There is a defect in the object. How does the defect affect the object?,B,B
DS-MVTec/grid/image/metal_contamination/004.png,Is there any defect in the object?,B,B
DS-MVTec/grid/image/metal_contamination/004.png,There is a defect in the object. What is the type of the defect?,C,C
DS-MVTec/grid/image/metal_contamination/004.png,There is a defect in the object. Where is the defect?,D,D
DS-MVTec/grid/image/metal_contamination/004.png,There is a defect in the object. What is the appearance of the defect?,D,C
DS-MVTec/grid/image/metal_contamination/004.png,There is a defect in the object. How does the defect affect the object?,A,A
DS-MVTec/grid/image/metal_contamination/005.png,Is there any defect in the object?,B,B
DS-MVTec/grid/image/metal_contamination/005.png,There is a defect in the object. What is the type of the defect?,A,C
DS-MVTec/grid/image/metal_contamination/005.png,There is a defect in the object. Where is the defect?,D,D
DS-MVTec/grid/image/metal_contamination/005.png,There is a defect in the object. What is the appearance of the defect?,D,D
DS-MVTec/grid/image/metal_contamination/005.png,There is a defect in the object. What could indicate the nature of the defect?,A,A
DS-MVTec/grid/image/metal_contamination/006.png,Is there any defect in the object?,A,A
DS-MVTec/grid/image/metal_contamination/006.png,There is a defect in the object. What is the type of the defect?,B,D
DS-MVTec/grid/image/metal_contamination/006.png,There is a defect in the object. Where is the defect?,D,D
DS-MVTec/grid/image/metal_contamination/006.png,There is a defect in the object. What is the appearance of the defect?,A,A
DS-MVTec/grid/image/metal_contamination/006.png,There is a defect in the object. How does the defect affect the object?,C,C
DS-MVTec/grid/image/metal_contamination/007.png,Is there any defect in the object?,B,B
DS-MVTec/grid/image/metal_contamination/007.png,There is a defect in the object. What is the type of the defect?,C,C
DS-MVTec/grid/image/metal_contamination/007.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/grid/image/metal_contamination/007.png,There is a defect in the object. What is the appearance of the defect?,C,A
DS-MVTec/grid/image/metal_contamination/007.png,There is a defect in the object. What is the effect of the defect on the grid?,D,D
DS-MVTec/grid/image/metal_contamination/008.png,Is there any defect in the object?,B,B
DS-MVTec/grid/image/metal_contamination/008.png,There is a defect in the object. What is the type of the defect?,A,D
DS-MVTec/grid/image/metal_contamination/008.png,There is a defect in the object. Where is the defect?,D,D
DS-MVTec/grid/image/metal_contamination/008.png,There is a defect in the object. What is the appearance of the defect?,D,A
DS-MVTec/grid/image/metal_contamination/008.png,There is a defect in the object. How does the defect affect the object?,C,C
DS-MVTec/grid/image/metal_contamination/009.png,Is there any defect in the object?,B,B
DS-MVTec/grid/image/metal_contamination/009.png,There is a defect in the object. What is the type of the defect?,D,D
DS-MVTec/grid/image/metal_contamination/009.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/grid/image/metal_contamination/009.png,There is a defect in the object. What is the appearance of the defect?,A,A
DS-MVTec/grid/image/metal_contamination/009.png,There is a defect in the object. What could be the effect of the defect?,A,A
DS-MVTec/grid/image/metal_contamination/010.png,Is there any defect in the object?,B,B
DS-MVTec/grid/image/metal_contamination/010.png,There is a defect in the object. What is the type of the defect?,A,A
DS-MVTec/grid/image/metal_contamination/010.png,There is a defect in the object. Where is the defect?,A,A
DS-MVTec/grid/image/metal_contamination/010.png,There is a defect in the object. What is the appearance of the defect?,C,C
DS-MVTec/grid/image/metal_contamination/010.png,There is a defect in the object. What is the effect of the defect on the object?,D,D
DS-MVTec/grid/image/thread/000.png,Is there any defect in the object?,B,B
DS-MVTec/grid/image/thread/000.png,There is a defect in the object. What is the type of the defect?,A,A
DS-MVTec/grid/image/thread/000.png,There is a defect in the object. Where is the defect?,D,D
DS-MVTec/grid/image/thread/000.png,There is a defect in the object. What is the appearance of the defect?,B,B
DS-MVTec/grid/image/thread/000.png,There is a defect in the object. What is the effect of the defect?,D,D
DS-MVTec/grid/image/thread/001.png,Is there any defect in the object?,B,B
DS-MVTec/grid/image/thread/001.png,There is a defect in the object. What is the type of the defect?,C,C
DS-MVTec/grid/image/thread/001.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/grid/image/thread/001.png,There is a defect in the object. What is the appearance of the defect?,A,A
DS-MVTec/grid/image/thread/001.png,There is a defect in the object. What effect does the defect have on the object?,A,A
DS-MVTec/grid/image/thread/002.png,Is there any defect in the object?,B,B
DS-MVTec/grid/image/thread/002.png,There is a defect in the object. What is the type of the defect?,C,C
DS-MVTec/grid/image/thread/002.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/grid/image/thread/002.png,There is a defect in the object. What is the appearance of the defect?,C,A
DS-MVTec/grid/image/thread/002.png,There is a defect in the object. How does the defect affect the fabric?,C,C
DS-MVTec/grid/image/thread/003.png,Is there any defect in the object?,B,B
DS-MVTec/grid/image/thread/003.png,There is a defect in the object. What is the type of the defect?,D,D
DS-MVTec/grid/image/thread/003.png,There is a defect in the object. Where is the defect?,D,A
DS-MVTec/grid/image/thread/003.png,There is a defect in the object. What is the appearance of the defect?,D,A
DS-MVTec/grid/image/thread/003.png,There is a defect in the object. What is the effect of the defect?,B,B
DS-MVTec/grid/image/thread/004.png,Is there any defect in the object?,A,A
DS-MVTec/grid/image/thread/004.png,There is a defect in the object. What is the type of the defect?,A,C
DS-MVTec/grid/image/thread/004.png,There is a defect in the object. Where is the defect?,A,A
DS-MVTec/grid/image/thread/004.png,There is a defect in the object. What is the appearance of the defect?,B,B
DS-MVTec/grid/image/thread/004.png,There is a defect in the object. What is the effect of the defect on the fabric?,C,C
DS-MVTec/grid/image/thread/005.png,Is there any defect in the object?,A,A
DS-MVTec/grid/image/thread/005.png,There is a defect in the object. What is the type of the defect?,D,A
DS-MVTec/grid/image/thread/005.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/grid/image/thread/005.png,There is a defect in the object. What is the appearance of the defect?,B,B
DS-MVTec/grid/image/thread/005.png,There is a defect in the object. How does the defect affect the pattern?,D,D
DS-MVTec/grid/image/thread/006.png,Is there any defect in the object?,A,A
DS-MVTec/grid/image/thread/006.png,There is a defect in the object. What is the type of the defect?,A,A
DS-MVTec/grid/image/thread/006.png,There is a defect in the object. Where is the defect?,D,D
DS-MVTec/grid/image/thread/006.png,There is a defect in the object. What is the appearance of the defect?,B,B
DS-MVTec/grid/image/thread/006.png,There is a defect in the object. What is the effect of the defect?,B,B
DS-MVTec/grid/image/thread/007.png,Is there any defect in the object?,B,B
DS-MVTec/grid/image/thread/007.png,There is a defect in the object. What is the type of the defect?,B,B
DS-MVTec/grid/image/thread/007.png,There is a defect in the object. Where is the defect?,A,A
DS-MVTec/grid/image/thread/007.png,There is a defect in the object. What is the appearance of the defect?,A,A
DS-MVTec/grid/image/thread/007.png,There is a defect in the object. What is the effect of the defect on the object?,B,B
DS-MVTec/grid/image/thread/008.png,Is there any defect in the object?,B,B
DS-MVTec/grid/image/thread/008.png,There is a defect in the object. What is the type of the defect?,A,A
DS-MVTec/grid/image/thread/008.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/grid/image/thread/008.png,There is a defect in the object. What is the appearance of the defect?,D,D
DS-MVTec/grid/image/thread/008.png,There is a defect in the object. How does the defect's width vary?,C,C
DS-MVTec/grid/image/thread/009.png,Is there any defect in the object?,B,B
DS-MVTec/grid/image/thread/009.png,There is a defect in the object. What is the type of the defect?,B,C
DS-MVTec/grid/image/thread/009.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/grid/image/thread/009.png,There is a defect in the object. What is the appearance of the defect?,C,C
DS-MVTec/grid/image/thread/009.png,There is a defect in the object. What is the effect of the defect?,A,A
DS-MVTec/grid/image/thread/010.png,Is there any defect in the object?,B,B
DS-MVTec/grid/image/thread/010.png,There is a defect in the object. What is the type of the defect?,D,C
DS-MVTec/grid/image/thread/010.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/grid/image/thread/010.png,There is a defect in the object. What is the appearance of the defect?,B,B
DS-MVTec/grid/image/thread/010.png,There is a defect in the object. How does the defect affect the appearance of the object?,A,A
DS-MVTec/hazelnut/image/crack/000.png,Is there any defect in the object?,A,A
DS-MVTec/hazelnut/image/crack/000.png,There is a defect in the object. What is the type of the defect?,B,B
DS-MVTec/hazelnut/image/crack/000.png,There is a defect in the object. Where is the defect?,D,D
DS-MVTec/hazelnut/image/crack/000.png,There is a defect in the object. What is the appearance of the defect?,D,D
DS-MVTec/hazelnut/image/crack/000.png,There is a defect in the object. What is the potential effect of the defect on the hazelnut?,D,D
DS-MVTec/hazelnut/image/crack/001.png,Is there any defect in the object?,B,B
DS-MVTec/hazelnut/image/crack/001.png,There is a defect in the object. What is the type of the defect?,D,D
DS-MVTec/hazelnut/image/crack/001.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/hazelnut/image/crack/001.png,There is a defect in the object. What is the appearance of the defect?,A,A
DS-MVTec/hazelnut/image/crack/001.png,There is a defect in the object. What does the defect reveal?,B,B
DS-MVTec/hazelnut/image/crack/002.png,Is there any defect in the object?,A,A
DS-MVTec/hazelnut/image/crack/002.png,There is a defect in the object. What is the type of the defect?,B,B
DS-MVTec/hazelnut/image/crack/002.png,There is a defect in the object. Where is the defect?,B,B
DS-MVTec/hazelnut/image/crack/002.png,There is a defect in the object. What is the appearance of the defect?,C,C
DS-MVTec/hazelnut/image/crack/002.png,There is a defect in the object. What is the effect of the defect on the hazelnut?,C,C
DS-MVTec/hazelnut/image/crack/003.png,Is there any defect in the object?,A,A
DS-MVTec/hazelnut/image/crack/003.png,There is a defect in the object. What is the type of the defect?,B,B
DS-MVTec/hazelnut/image/crack/003.png,There is a defect in the object. Where is the defect?,D,C
DS-MVTec/hazelnut/image/crack/003.png,There is a defect in the object. What is the appearance of the defect?,B,B
DS-MVTec/hazelnut/image/crack/003.png,There is a defect in the object. What could be the effect of the defect?,A,A
DS-MVTec/hazelnut/image/crack/004.png,Is there any defect in the object?,A,A
DS-MVTec/hazelnut/image/crack/004.png,There is a defect in the object. What is the type of the defect?,D,D
DS-MVTec/hazelnut/image/crack/004.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/hazelnut/image/crack/004.png,There is a defect in the object. What is the appearance of the defect?,C,C
DS-MVTec/hazelnut/image/crack/004.png,There is a defect in the object. What is the effect of the defect on the hazelnut?,C,C
DS-MVTec/hazelnut/image/crack/005.png,Is there any defect in the object?,A,A
DS-MVTec/hazelnut/image/crack/005.png,There is a defect in the object. What is the type of the defect?,B,B
DS-MVTec/hazelnut/image/crack/005.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/hazelnut/image/crack/005.png,There is a defect in the object. What is the appearance of the defect?,D,D
DS-MVTec/hazelnut/image/crack/005.png,There is a defect in the object. What could be the effect of the defect?,C,D
DS-MVTec/hazelnut/image/crack/006.png,Is there any defect in the object?,B,B
DS-MVTec/hazelnut/image/crack/006.png,There is a defect in the object. What is the type of the defect?,D,D
DS-MVTec/hazelnut/image/crack/006.png,There is a defect in the object. Where is the defect?,B,B
DS-MVTec/hazelnut/image/crack/006.png,There is a defect in the object. What is the appearance of the defect?,C,C
DS-MVTec/hazelnut/image/crack/006.png,There is a defect in the object. What could be the effect of the defect?,B,B
DS-MVTec/hazelnut/image/crack/007.png,Is there any defect in the object?,B,B
DS-MVTec/hazelnut/image/crack/007.png,There is a defect in the object. What is the type of the defect?,B,B
DS-MVTec/hazelnut/image/crack/007.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/hazelnut/image/crack/007.png,There is a defect in the object. What is the appearance of the defect?,A,A
DS-MVTec/hazelnut/image/crack/007.png,There is a defect in the object. What is the effect of the defect?,B,B
DS-MVTec/hazelnut/image/crack/008.png,Is there any defect in the hazelnut?,B,B
DS-MVTec/hazelnut/image/crack/008.png,There is a defect in the object. What is the type of the defect?,B,B
DS-MVTec/hazelnut/image/crack/008.png,There is a defect in the object. Where is the defect?,D,D
DS-MVTec/hazelnut/image/crack/008.png,There is a defect in the object. What is the appearance of the defect?,A,A
DS-MVTec/hazelnut/image/crack/008.png,There is a defect in the object. How does the defect affect the hazelnut?,A,A
DS-MVTec/hazelnut/image/crack/009.png,Is there any defect in the object?,B,B
DS-MVTec/hazelnut/image/crack/009.png,There is a defect in the object. What is the type of the defect?,C,C
DS-MVTec/hazelnut/image/crack/009.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/hazelnut/image/crack/009.png,There is a defect in the object. What is the appearance of the defect?,C,C
DS-MVTec/hazelnut/image/crack/009.png,There is a defect in the object. What effect could the defect have on the hazelnut?,C,C
DS-MVTec/hazelnut/image/crack/010.png,Is there any defect in the object?,A,A
DS-MVTec/hazelnut/image/crack/010.png,There is a defect in the object. What is the type of the defect?,B,B
DS-MVTec/hazelnut/image/crack/010.png,There is a defect in the object. Where is the defect?,A,A
DS-MVTec/hazelnut/image/crack/010.png,There is a defect in the object. What is the appearance of the defect?,C,B
DS-MVTec/hazelnut/image/crack/010.png,There is a defect in the object. How could the defect potentially impact the product?,C,C
DS-MVTec/hazelnut/image/crack/011.png,Is there any defect in the object?,B,B
DS-MVTec/hazelnut/image/crack/011.png,There is a defect in the object. What is the type of the defect?,D,D
DS-MVTec/hazelnut/image/crack/011.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/hazelnut/image/crack/011.png,There is a defect in the object. What is the appearance of the defect?,A,A
DS-MVTec/hazelnut/image/crack/011.png,There is a defect in the object. What effect does the defect have on the hazelnut?,D,D
DS-MVTec/hazelnut/image/crack/012.png,Is there any defect in the object?,A,A
DS-MVTec/hazelnut/image/crack/012.png,There is a defect in the object. What is the type of the defect?,B,B
DS-MVTec/hazelnut/image/crack/012.png,There is a defect in the object. Where is the defect?,B,B
DS-MVTec/hazelnut/image/crack/012.png,There is a defect in the object. What is the appearance of the defect?,D,D
DS-MVTec/hazelnut/image/crack/012.png,There is a defect in the object. What may be the effect of the defect on the hazelnut?,C,C
DS-MVTec/hazelnut/image/crack/013.png,Is there any defect in the object?,B,B
DS-MVTec/hazelnut/image/crack/013.png,There is a defect in the object. What is the type of the defect?,C,C
DS-MVTec/hazelnut/image/crack/013.png,There is a defect in the object. Where is the defect?,D,D
DS-MVTec/hazelnut/image/crack/013.png,There is a defect in the object. What is the appearance of the defect?,C,C
DS-MVTec/hazelnut/image/crack/013.png,There is a defect in the object. What is the potential effect of the defect?,B,B
DS-MVTec/hazelnut/image/crack/014.png,Is there any defect in the object?,B,B
DS-MVTec/hazelnut/image/crack/014.png,There is a defect in the object. What is the type of the defect?,C,C
DS-MVTec/hazelnut/image/crack/014.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/hazelnut/image/crack/014.png,There is a defect in the object. What is the appearance of the defect?,A,A
DS-MVTec/hazelnut/image/crack/014.png,There is a defect in the object. What effect does the defect have on the hazelnut?,A,A
DS-MVTec/hazelnut/image/crack/015.png,Is there any defect in the object?,B,B
DS-MVTec/hazelnut/image/crack/015.png,There is a defect in the object. What is the type of the defect?,D,D
DS-MVTec/hazelnut/image/crack/015.png,There is a defect in the object. Where is the defect?,B,A
DS-MVTec/hazelnut/image/crack/015.png,There is a defect in the object. What is the appearance of the defect?,B,B
DS-MVTec/hazelnut/image/crack/015.png,There is a defect in the object. What could be the effect of the defect on the hazelnut?,B,B
DS-MVTec/hazelnut/image/crack/016.png,Is there any defect in the object?,A,A
DS-MVTec/hazelnut/image/crack/016.png,There is a defect in the object. What is the type of the defect?,D,D
DS-MVTec/hazelnut/image/crack/016.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/hazelnut/image/crack/016.png,There is a defect in the object. What is the appearance of the defect?,D,D
DS-MVTec/hazelnut/image/crack/016.png,"There is a defect in the object. Given the nature of the defect, what might be the effect on the hazelnut?",A,A
DS-MVTec/hazelnut/image/crack/017.png,Is there any defect in the object?,B,B
DS-MVTec/hazelnut/image/crack/017.png,There is a defect in the object. What is the type of the defect?,B,B
DS-MVTec/hazelnut/image/crack/017.png,There is a defect in the object. Where is the defect?,B,B
DS-MVTec/hazelnut/image/crack/017.png,There is a defect in the object. What is the appearance of the defect?,C,D
DS-MVTec/hazelnut/image/crack/017.png,There is a defect in the object. What is the effect of the defect?,D,D
DS-MVTec/hazelnut/image/cut/000.png,Is there any defect in the object?,A,A
DS-MVTec/hazelnut/image/cut/000.png,There is a defect in the object. What is the type of the defect?,B,B
DS-MVTec/hazelnut/image/cut/000.png,There is a defect in the object. Where is the defect?,C,A
DS-MVTec/hazelnut/image/cut/000.png,There is a defect in the object. What is the appearance of the defect?,C,A
DS-MVTec/hazelnut/image/cut/000.png,There is a defect in the object. What is the effect of the defect on the nut’s appearance?,D,D
DS-MVTec/hazelnut/image/cut/001.png,Is there any defect in the object?,B,B
DS-MVTec/hazelnut/image/cut/001.png,There is a defect in the object. What is the type of the defect?,D,D
DS-MVTec/hazelnut/image/cut/001.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/hazelnut/image/cut/001.png,There is a defect in the object. What is the appearance of the defect?,B,B
DS-MVTec/hazelnut/image/cut/001.png,There is a defect in the object. What is the potential effect of the defect?,A,A
DS-MVTec/hazelnut/image/cut/002.png,Is there any defect in the object?,A,A
DS-MVTec/hazelnut/image/cut/002.png,There is a defect in the object. What is the type of the defect?,C,D
DS-MVTec/hazelnut/image/cut/002.png,There is a defect in the object. Where is the defect?,D,D
DS-MVTec/hazelnut/image/cut/002.png,There is a defect in the object. What is the appearance of the defect?,B,B
DS-MVTec/hazelnut/image/cut/002.png,There is a defect in the object. How does the defect affect the nut's appearance?,C,C
DS-MVTec/hazelnut/image/cut/003.png,Is there any defect in the object?,A,A
DS-MVTec/hazelnut/image/cut/003.png,There is a defect in the object. What is the type of the defect?,C,C
DS-MVTec/hazelnut/image/cut/003.png,There is a defect in the object. Where is the defect?,D,D
DS-MVTec/hazelnut/image/cut/003.png,There is a defect in the object. What is the appearance of the defect?,A,A
DS-MVTec/hazelnut/image/cut/003.png,There is a defect in the object. What is the effect of the defect?,C,C
DS-MVTec/hazelnut/image/cut/004.png,Is there any defect in the object?,A,A
DS-MVTec/hazelnut/image/cut/004.png,There is a defect in the object. What is the type of the defect?,D,B
DS-MVTec/hazelnut/image/cut/004.png,There is a defect in the object. Where is the defect?,B,B
DS-MVTec/hazelnut/image/cut/004.png,There is a defect in the object. What is the appearance of the defect?,D,D
DS-MVTec/hazelnut/image/cut/004.png,There is a defect in the object. How does the defect run across the shell's surface?,B,B
DS-MVTec/hazelnut/image/cut/005.png,Is there any defect in the object?,A,A
DS-MVTec/hazelnut/image/cut/005.png,There is a defect in the object. What is the type of the defect?,C,C
DS-MVTec/hazelnut/image/cut/005.png,There is a defect in the object. Where is the defect?,A,C
DS-MVTec/hazelnut/image/cut/005.png,There is a defect in the object. What is the appearance of the defect?,B,B
DS-MVTec/hazelnut/image/cut/005.png,There is a defect in the object. What is the effect of the defect on the shell?,A,A
DS-MVTec/hazelnut/image/cut/006.png,Is there any defect in the object?,B,B
DS-MVTec/hazelnut/image/cut/006.png,There is a defect in the object. What is the type of the defect?,A,B
DS-MVTec/hazelnut/image/cut/006.png,There is a defect in the object. Where is the defect?,A,A
DS-MVTec/hazelnut/image/cut/006.png,There is a defect in the object. What is the appearance of the defect?,B,B
DS-MVTec/hazelnut/image/cut/006.png,There is a defect in the object. Is there any additional defect on the hazelnut?,C,A
DS-MVTec/hazelnut/image/cut/007.png,Is there any defect in the object?,B,B
DS-MVTec/hazelnut/image/cut/007.png,There is a defect in the object. What is the type of the defect?,C,C
DS-MVTec/hazelnut/image/cut/007.png,There is a defect in the object. Where is the defect?,B,B
DS-MVTec/hazelnut/image/cut/007.png,There is a defect in the object. What is the appearance of the defect?,C,C
DS-MVTec/hazelnut/image/cut/007.png,There is a defect in the object. What is the effect of the defect?,B,B
DS-MVTec/hazelnut/image/cut/008.png,Is there any defect in the object?,B,B
DS-MVTec/hazelnut/image/cut/008.png,There is a defect in the object. What is the type of the defect?,D,D
DS-MVTec/hazelnut/image/cut/008.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/hazelnut/image/cut/008.png,There is a defect in the object. What is the appearance of the defect?,D,D
DS-MVTec/hazelnut/image/cut/008.png,There is a defect in the object. How does the defect affect the nut's appearance?,D,D
DS-MVTec/hazelnut/image/cut/009.png,Is there any defect in the object?,B,B
DS-MVTec/hazelnut/image/cut/009.png,There is a defect in the object. What is the type of the defect?,C,B
DS-MVTec/hazelnut/image/cut/009.png,There is a defect in the object. Where is the defect?,B,B
DS-MVTec/hazelnut/image/cut/009.png,There is a defect in the object. What is the appearance of the defect?,D,A
DS-MVTec/hazelnut/image/cut/009.png,There is a defect in the object. How does the defect affect the appearance of the hazelnut?,C,C
DS-MVTec/hazelnut/image/cut/010.png,Is there any defect in the object?,B,B
DS-MVTec/hazelnut/image/cut/010.png,There is a defect in the object. What is the type of the defect?,B,B
DS-MVTec/hazelnut/image/cut/010.png,There is a defect in the object. Where is the defect?,B,A
DS-MVTec/hazelnut/image/cut/010.png,There is a defect in the object. What is the appearance of the defect?,D,D
DS-MVTec/hazelnut/image/cut/010.png,There is a defect in the object. What is the effect of the defect on the hazelnut?,D,D
DS-MVTec/hazelnut/image/cut/011.png,Is there any defect in the object?,B,B
DS-MVTec/hazelnut/image/cut/011.png,There is a defect in the object. What is the type of the defect?,C,C
DS-MVTec/hazelnut/image/cut/011.png,There is a defect in the object. Where is the defect?,C,B
DS-MVTec/hazelnut/image/cut/011.png,There is a defect in the object. What is the appearance of the defect?,C,C
DS-MVTec/hazelnut/image/cut/011.png,There is a defect in the object. What is the effect of the defect on the hazelnut?,C,C
DS-MVTec/hazelnut/image/cut/012.png,Is there any defect in the object?,B,B
DS-MVTec/hazelnut/image/cut/012.png,There is a defect in the object. What is the type of the defect?,A,A
DS-MVTec/hazelnut/image/cut/012.png,There is a defect in the object. Where is the defect?,D,C
DS-MVTec/hazelnut/image/cut/012.png,There is a defect in the object. What is the appearance of the defect?,D,A
DS-MVTec/hazelnut/image/cut/012.png,There is a defect in the object. What is the effect of the defect on the nut's appearance?,A,A
DS-MVTec/hazelnut/image/cut/013.png,Is there any defect in the object?,A,A
