idx,image_key,question,question_type,split,reference_image,logit_Ref,logit_Know,logit_Reason,logit_Decide,p_Ref,p_Know,p_Reason,p_Decide,margin_Ref,margin_Know,margin_Reason,margin_Decide,y_Ref,y_Know,y_Reason,y_Decide,vector,active_experts,prior_vector,match_prior
275,DS-MVTec/bottle/image/good/003.png,Is there any defect in the object?,Anomaly Detection,train,172.png,13.962251,-7.305584,-14.358462,2.981344,0.999999,0.000671,0.000001,0.951724,+0.824999,-0.174329,-0.174999,+0.776724,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
276,DS-MVTec/bottle/image/good/004.png,Is there any defect in the object?,Anomaly Detection,train,149.png,13.958458,-7.275662,-14.321630,2.974699,0.999999,0.000692,0.000001,0.951418,+0.824999,-0.174308,-0.174999,+0.776418,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
277,DS-MVTec/bottle/image/good/005.png,Is there any defect in the object?,Anomaly Detection,train,204.png,14.112233,-7.351451,-14.473628,3.004450,0.999999,0.000641,0.000001,0.952775,+0.824999,-0.174359,-0.174999,+0.777775,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
278,DS-MVTec/bottle/image/good/006.png,Is there any defect in the object?,Anomaly Detection,eval,103.png,14.557810,-7.401975,-14.722217,3.059009,1.000000,0.000610,0.000000,0.955170,+0.825000,-0.174390,-0.175000,+0.780170,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
279,DS-MVTec/bottle/image/good/007.png,Is there any defect in the object?,Anomaly Detection,train,047.png,13.742875,-7.189046,-14.131768,2.937025,0.999999,0.000754,0.000001,0.949647,+0.824999,-0.174246,-0.174999,+0.774647,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
280,DS-MVTec/bottle/image/good/008.png,Is there any defect in the object?,Anomaly Detection,eval,172.png,14.379723,-7.414174,-14.657845,3.042814,0.999999,0.000602,0.000000,0.954471,+0.824999,-0.174398,-0.175000,+0.779471,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
281,DS-MVTec/bottle/image/good/009.png,Is there any defect in the object?,Anomaly Detection,train,138.png,13.825176,-7.261745,-14.248798,2.959560,0.999999,0.000701,0.000001,0.950713,+0.824999,-0.174299,-0.174999,+0.775713,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
282,DS-MVTec/bottle/image/good/010.png,Is there any defect in the object?,Anomaly Detection,eval,206.png,13.542164,-7.180993,-14.038622,2.916616,0.999999,0.000760,0.000001,0.948662,+0.824999,-0.174240,-0.174999,+0.773662,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
283,DS-MVTec/bottle/image/good/011.png,Is there any defect in the object?,Anomaly Detection,eval,104.png,13.946826,-7.273265,-14.312362,2.972858,0.999999,0.000693,0.000001,0.951333,+0.824999,-0.174307,-0.174999,+0.776333,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
284,DS-MVTec/bottle/image/good/012.png,Is there any defect in the object?,Anomaly Detection,train,199.png,14.248201,-7.357894,-14.538491,3.018737,0.999999,0.000637,0.000000,0.953413,+0.824999,-0.174363,-0.175000,+0.778413,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
285,DS-MVTec/bottle/image/good/013.png,Is there any defect in the object?,Anomaly Detection,train,025.png,13.829369,-7.296050,-14.288110,2.966442,0.999999,0.000678,0.000001,0.951035,+0.824999,-0.174322,-0.174999,+0.776035,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
286,DS-MVTec/bottle/image/good/014.png,Is there any defect in the object?,Anomaly Detection,train,142.png,13.875082,-7.261590,-14.267323,2.963665,0.999999,0.000701,0.000001,0.950905,+0.824999,-0.174298,-0.174999,+0.775905,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
287,DS-MVTec/bottle/image/good/015.png,Is there any defect in the object?,Anomaly Detection,train,134.png,13.831363,-7.235196,-14.222116,2.954607,0.999999,0.000720,0.000001,0.950481,+0.824999,-0.174280,-0.174999,+0.775481,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
288,DS-MVTec/bottle/image/good/016.png,Is there any defect in the object?,Anomaly Detection,eval,187.png,13.915742,-7.297373,-14.327044,2.975017,0.999999,0.000677,0.000001,0.951433,+0.824999,-0.174323,-0.174999,+0.776433,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
289,DS-MVTec/bottle/image/good/017.png,Is there any defect in the object?,Anomaly Detection,eval,179.png,13.493471,-7.150272,-13.978569,2.905261,0.999999,0.000784,0.000001,0.948106,+0.824999,-0.174216,-0.174999,+0.773106,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
290,DS-MVTec/bottle/image/good/018.png,Is there any defect in the object?,Anomaly Detection,train,134.png,13.994891,-7.265326,-14.325755,2.976109,0.999999,0.000699,0.000001,0.951483,+0.824999,-0.174301,-0.174999,+0.776483,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
291,DS-MVTec/bottle/image/good/019.png,Is there any defect in the object?,Anomaly Detection,train,161.png,13.596471,-7.153520,-14.023722,2.915143,0.999999,0.000781,0.000001,0.948590,+0.824999,-0.174219,-0.174999,+0.773590,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
292,DS-MVTec/cable/image/bent_wire/000.png,Is there any defect in the object?,Anomaly Detection,eval,028.png,15.326219,-7.623866,-15.248678,3.169128,1.000000,0.000488,0.000000,0.959656,+0.825000,-0.174512,-0.175000,+0.784656,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
293,DS-MVTec/cable/image/bent_wire/000.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,028.png,12.726947,4.793612,-6.202320,3.721418,0.999997,0.991785,0.002021,0.976372,+0.824997,+0.816785,-0.172979,+0.801372,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
294,DS-MVTec/cable/image/bent_wire/000.png,There is a defect in the object. Where is the defect?,Defect Localization,train,028.png,13.320572,-6.379487,-13.050902,2.771919,0.999998,0.001693,0.000002,0.941139,+0.824998,-0.173307,-0.174998,+0.766139,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
295,DS-MVTec/cable/image/bent_wire/000.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,028.png,4.837914,16.150164,5.336021,3.582927,0.992139,1.000000,0.995208,0.972957,+0.817139,+0.825000,+0.820208,+0.797957,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
296,DS-MVTec/cable/image/bent_wire/000.png,There is a defect in the object. What could be the effect of the defect?,Defect Analysis,eval,028.png,-5.210404,17.560215,11.052772,2.618600,0.005430,1.000000,0.999984,0.932049,-0.169570,+0.825000,+0.824984,+0.757049,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
297,DS-MVTec/cable/image/bent_wire/001.png,Is there any defect in the object?,Anomaly Detection,train,082.png,15.495779,-7.745920,-15.477982,3.212900,1.000000,0.000432,0.000000,0.961317,+0.825000,-0.174568,-0.175000,+0.786317,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
298,DS-MVTec/cable/image/bent_wire/001.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,082.png,12.693579,4.959946,-6.175310,3.775949,0.999997,0.993035,0.002076,0.977598,+0.824997,+0.818035,-0.172924,+0.802598,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
299,DS-MVTec/cable/image/bent_wire/001.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,eval,082.png,4.784179,16.328287,5.381777,3.636505,0.991708,1.000000,0.995421,0.974332,+0.816708,+0.825000,+0.820421,+0.799332,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
300,DS-MVTec/cable/image/bent_wire/001.png,There is a defect in the object. What is the effect of the defect on the object?,Defect Analysis,eval,082.png,-5.102910,18.854147,11.608319,2.789455,0.006042,1.000000,0.999991,0.942103,-0.168958,+0.825000,+0.824991,+0.767103,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
301,DS-MVTec/cable/image/bent_wire/002.png,Is there any defect in the object?,Anomaly Detection,train,141.png,16.300959,-7.846912,-15.961513,3.318692,1.000000,0.000391,0.000000,0.965065,+0.825000,-0.174609,-0.175000,+0.790065,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
302,DS-MVTec/cable/image/bent_wire/002.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,141.png,13.607817,5.086500,-6.610079,3.916634,0.999999,0.993858,0.001345,0.980481,+0.824999,+0.818858,-0.173655,+0.805481,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
303,DS-MVTec/cable/image/bent_wire/002.png,There is a defect in the object. Where is the defect?,Defect Localization,train,141.png,14.283710,-6.347725,-13.633597,2.945792,0.999999,0.001748,0.000001,0.950064,+0.824999,-0.173252,-0.174999,+0.775064,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
304,DS-MVTec/cable/image/bent_wire/002.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,141.png,5.708235,16.449156,4.937970,3.777649,0.996692,1.000000,0.992882,0.977635,+0.821692,+0.825000,+0.817882,+0.802635,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
305,DS-MVTec/cable/image/bent_wire/002.png,There is a defect in the object. What potential effect could the defect have?,Defect Analysis,train,141.png,-6.124096,19.782124,12.589292,2.944478,0.002185,1.000000,0.999997,0.950002,-0.172815,+0.825000,+0.824997,+0.775002,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
306,DS-MVTec/cable/image/bent_wire/003.png,Is there any defect in the object?,Anomaly Detection,train,055.png,15.951574,-7.858192,-15.794889,3.278501,1.000000,0.000386,0.000000,0.963684,+0.825000,-0.174614,-0.175000,+0.788684,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
307,DS-MVTec/cable/image/bent_wire/003.png,There is a defect in the object. What is the type of the defect?,Defect Classification,eval,055.png,13.594894,4.082158,-7.120690,3.782277,0.999999,0.983409,0.000808,0.977736,+0.824999,+0.808409,-0.174192,+0.802736,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
308,DS-MVTec/cable/image/bent_wire/003.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,eval,055.png,5.696966,15.443474,4.426036,3.643273,0.996655,1.000000,0.988180,0.974501,+0.821655,+0.825000,+0.813180,+0.799501,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
309,DS-MVTec/cable/image/bent_wire/003.png,There is a defect in the object. What additional information is provided about another defect in the cable?,Defect Analysis,eval,055.png,-5.331438,15.732543,10.170018,2.419562,0.004814,1.000000,0.999962,0.918307,-0.170186,+0.825000,+0.824962,+0.743307,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
310,DS-MVTec/cable/image/bent_wire/004.png,Is there any defect in the object?,Anomaly Detection,eval,181.png,14.953212,-7.681559,-15.141351,3.138492,1.000000,0.000461,0.000000,0.958453,+0.825000,-0.174539,-0.175000,+0.783453,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
311,DS-MVTec/cable/image/bent_wire/004.png,There is a defect in the object. Where is the defect located?,Defect Localization,train,181.png,9.880748,-4.037050,-9.693030,2.441591,0.999949,0.017343,0.000062,0.919944,+0.824949,-0.157657,-0.174938,+0.744944,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
312,DS-MVTec/cable/image/bent_wire/004.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,181.png,5.198946,13.997422,3.932778,3.382312,0.994508,0.999999,0.980787,0.967147,+0.819508,+0.824999,+0.805787,+0.792147,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
313,DS-MVTec/cable/image/bent_wire/004.png,There is a defect in the object. What is the potential effect of the defect?,Defect Analysis,train,181.png,-5.071422,16.684826,10.577094,2.505060,0.006234,1.000000,0.999974,0.924496,-0.168766,+0.825000,+0.824974,+0.749496,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
314,DS-MVTec/cable/image/bent_wire/005.png,Is there any defect in the object?,Anomaly Detection,train,030.png,14.708668,-7.555519,-14.897869,3.092532,1.000000,0.000523,0.000000,0.956584,+0.825000,-0.174477,-0.175000,+0.781584,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
315,DS-MVTec/cable/image/bent_wire/005.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,030.png,12.136316,4.462088,-6.065688,3.606389,0.999995,0.988593,0.002316,0.973568,+0.824995,+0.813593,-0.172684,+0.798568,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
316,DS-MVTec/cable/image/bent_wire/005.png,There is a defect in the object. Where is the defect?,Defect Localization,eval,030.png,12.711216,-6.427183,-12.778120,2.692951,0.999997,0.001614,0.000003,0.936609,+0.824997,-0.173386,-0.174997,+0.761609,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
317,DS-MVTec/cable/image/bent_wire/005.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,030.png,4.221388,15.833628,5.496486,3.466687,0.985534,1.000000,0.995916,0.969725,+0.810534,+0.825000,+0.820916,+0.794725,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
318,DS-MVTec/cable/image/bent_wire/005.png,There is a defect in the object. What is the effect of the defect?,Defect Analysis,train,030.png,-4.790082,17.298880,10.729661,2.596737,0.008243,1.000000,0.999978,0.930651,-0.166757,+0.825000,+0.824978,+0.755651,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
319,DS-MVTec/cable/image/bent_wire/006.png,Is there any defect in the object?,Anomaly Detection,eval,152.png,15.138883,-7.592309,-15.136764,3.144352,1.000000,0.000504,0.000000,0.958686,+0.825000,-0.174496,-0.175000,+0.783686,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
320,DS-MVTec/cable/image/bent_wire/006.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,152.png,12.514297,4.805794,-6.086470,3.691053,0.999996,0.991884,0.002268,0.975661,+0.824996,+0.816884,-0.172732,+0.800661,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
321,DS-MVTec/cable/image/bent_wire/006.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,152.png,4.622078,16.164190,5.454803,3.552412,0.990263,1.000000,0.995742,0.972143,+0.815263,+0.825000,+0.820742,+0.797143,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
322,DS-MVTec/cable/image/bent_wire/006.png,There is a defect in the object. What is the effect of the defect?,Defect Analysis,train,152.png,-4.532506,17.682152,10.791353,2.667847,0.010639,1.000000,0.999979,0.935102,-0.164361,+0.825000,+0.824979,+0.760102,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
323,DS-MVTec/cable/image/bent_wire/007.png,Is there any defect in the object?,Anomaly Detection,train,201.png,15.036590,-7.664305,-15.121892,3.137994,1.000000,0.000469,0.000000,0.958433,+0.825000,-0.174531,-0.175000,+0.783433,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
324,DS-MVTec/cable/image/bent_wire/007.png,There are some defects in the object. How many types of defects are present in the cable?,Defect Classification,train,201.png,5.453118,0.716899,-4.216919,2.170365,0.995735,0.671924,0.014530,0.897556,+0.820735,+0.496924,-0.160470,+0.722556,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
325,DS-MVTec/cable/image/bent_wire/007.png,There are some defects in the object. Where are the defects located within the cable?,Defect Localization,train,201.png,6.201980,-2.437209,-6.531314,1.965949,0.997979,0.080379,0.001455,0.877175,+0.822979,-0.094621,-0.173545,+0.702175,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
326,DS-MVTec/cable/image/bent_wire/007.png,There are some defects in the object. What is the appearance of the defects?,Defect Description,train,201.png,5.203142,11.864649,2.829639,3.112931,0.994531,0.999993,0.944257,0.957423,+0.819531,+0.824993,+0.769257,+0.782423,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
327,DS-MVTec/cable/image/bent_wire/008.png,Is there any defect in the object?,Anomaly Detection,train,046.png,15.871977,-7.635025,-15.535108,3.233727,1.000000,0.000483,0.000000,0.962084,+0.825000,-0.174517,-0.175000,+0.787084,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
328,DS-MVTec/cable/image/bent_wire/008.png,There is a defect in the object. What is the type of the defect?,Defect Classification,eval,046.png,13.269454,4.992216,-6.386674,3.802230,0.999998,0.993255,0.001681,0.978166,+0.824998,+0.818255,-0.173319,+0.803166,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
329,DS-MVTec/cable/image/bent_wire/008.png,There is a defect in the object. Where is the defect?,Defect Localization,train,046.png,13.910509,-6.314036,-13.324336,2.845933,0.999999,0.001807,0.000002,0.945108,+0.824999,-0.173193,-0.174998,+0.770108,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
330,DS-MVTec/cable/image/bent_wire/008.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,eval,046.png,5.351314,16.365616,5.178458,3.662377,0.995280,1.000000,0.994395,0.974971,+0.820280,+0.825000,+0.819395,+0.799971,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
331,DS-MVTec/cable/image/bent_wire/008.png,There is a defect in the object. How does the defect affect the cable?,Defect Analysis,eval,046.png,-4.578104,13.466017,8.592196,2.150808,0.010170,0.999999,0.999815,0.895744,-0.164830,+0.824999,+0.824815,+0.720744,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
332,DS-MVTec/cable/image/bent_wire/009.png,Is there any defect in the object?,Anomaly Detection,eval,022.png,15.975355,-7.617540,-15.553980,3.240463,1.000000,0.000492,0.000000,0.962329,+0.825000,-0.174508,-0.175000,+0.787329,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
333,DS-MVTec/cable/image/bent_wire/009.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,022.png,13.352446,5.134000,-6.324476,3.821286,0.999998,0.994142,0.001789,0.978570,+0.824998,+0.819142,-0.173211,+0.803570,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
334,DS-MVTec/cable/image/bent_wire/009.png,There is a defect in the object. Where is the defect?,Defect Localization,eval,022.png,14.012102,-6.226133,-13.304059,2.859919,0.999999,0.001973,0.000002,0.945829,+0.824999,-0.173027,-0.174998,+0.770829,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
335,DS-MVTec/cable/image/bent_wire/009.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,022.png,5.444172,16.501688,5.231574,3.681895,0.995697,1.000000,0.994683,0.975443,+0.820697,+0.825000,+0.819683,+0.800443,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
336,DS-MVTec/cable/image/bent_wire/009.png,There is a defect in the object. Within which section of insulation is the defect present?,Defect Analysis,train,022.png,-5.230116,18.762161,11.721541,2.750388,0.005324,1.000000,0.999992,0.939935,-0.169676,+0.825000,+0.824992,+0.764935,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
337,DS-MVTec/cable/image/bent_wire/010.png,Is there any defect in the object?,Anomaly Detection,eval,105.png,16.272818,-7.922086,-15.990878,3.319820,1.000000,0.000363,0.000000,0.965102,+0.825000,-0.174637,-0.175000,+0.790102,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
338,DS-MVTec/cable/image/bent_wire/010.png,There is a defect in the object. Where is the primary defect located?,Defect Localization,eval,105.png,11.004634,-2.672660,-9.471871,2.722256,0.999983,0.064606,0.000077,0.938327,+0.824983,-0.110394,-0.174923,+0.763327,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
339,DS-MVTec/cable/image/bent_wire/010.png,There is a defect in the object. What is the appearance of the primary defect?,Defect Description,eval,105.png,5.965168,14.933487,4.065887,3.583473,0.997440,1.000000,0.983141,0.972972,+0.822440,+0.825000,+0.808141,+0.797972,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
340,DS-MVTec/cable/image/bent_wire/010.png,There is a defect in the object. What is the effect of the secondary defect on the cable's functionality?,Defect Analysis,train,105.png,-4.365427,14.885214,9.268338,2.321425,0.012550,1.000000,0.999906,0.910636,-0.162450,+0.825000,+0.824906,+0.735636,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
341,DS-MVTec/cable/image/bent_wire/011.png,Is there any defect in the object?,Anomaly Detection,train,014.png,15.699130,-7.463947,-15.239194,3.180839,1.000000,0.000573,0.000000,0.960107,+0.825000,-0.174427,-0.175000,+0.785107,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
342,DS-MVTec/cable/image/bent_wire/011.png,There are some defects in the object. How many types of defects are present in the cable?,Defect Classification,eval,014.png,4.165463,4.054648,-1.646209,2.376302,0.984715,0.982954,0.161622,0.915002,+0.809715,+0.807954,-0.013378,+0.740002,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
343,DS-MVTec/cable/image/bent_wire/011.png,There are some defects in the object. What is the appearance of the defects?,Defect Description,train,014.png,4.493880,15.343544,5.158623,3.401843,0.988946,1.000000,0.994283,0.967762,+0.813946,+0.825000,+0.819283,+0.792762,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
344,DS-MVTec/cable/image/bent_wire/011.png,There are some defects in the object. What is the likely effect of these defects on the cable's performance?,Defect Analysis,eval,014.png,-5.487436,15.810453,10.287717,2.439275,0.004121,1.000000,0.999966,0.919774,-0.170879,+0.825000,+0.824966,+0.744774,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
345,DS-MVTec/cable/image/bent_wire/012.png,Is there any defect in the object?,Anomaly Detection,train,091.png,16.652037,-7.886651,-16.161697,3.363646,1.000000,0.000376,0.000000,0.966549,+0.825000,-0.174624,-0.175000,+0.791549,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
346,DS-MVTec/cable/image/bent_wire/012.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,091.png,13.937065,5.131700,-6.746312,3.963524,0.999999,0.994128,0.001174,0.981358,+0.824999,+0.819128,-0.173826,+0.806358,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
347,DS-MVTec/cable/image/bent_wire/012.png,There is a defect in the object. Where is the defect?,Defect Localization,train,091.png,14.644807,-6.344673,-13.812264,2.993353,1.000000,0.001753,0.000001,0.952273,+0.825000,-0.173247,-0.174999,+0.777273,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
348,DS-MVTec/cable/image/bent_wire/012.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,eval,091.png,6.028873,16.499342,4.809664,3.824136,0.997598,1.000000,0.991915,0.978629,+0.822598,+0.825000,+0.816915,+0.803629,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
349,DS-MVTec/cable/image/bent_wire/012.png,There is a defect in the object. What is the effect of the defect?,Defect Analysis,eval,091.png,-3.262495,18.171362,10.405651,2.903353,0.036880,1.000000,0.999970,0.948012,-0.138120,+0.825000,+0.824970,+0.773012,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
350,DS-MVTec/cable/image/cable_swap/000.png,Is there any defect in the object?,Anomaly Detection,eval,133.png,15.406601,-7.716812,-15.414428,3.200432,1.000000,0.000445,0.000000,0.960851,+0.825000,-0.174555,-0.175000,+0.785851,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
351,DS-MVTec/cable/image/cable_swap/000.png,There is a defect in the object. What is the type of the defect?,Defect Classification,eval,133.png,12.388532,5.403704,-5.793925,3.803031,0.999996,0.995520,0.003037,0.978183,+0.824996,+0.820520,-0.171963,+0.803183,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
352,DS-MVTec/cable/image/cable_swap/000.png,There is a defect in the object. Where is the defect?,Defect Localization,train,133.png,13.163412,-6.094524,-12.912587,2.828398,0.999998,0.002250,0.000002,0.944191,+0.824998,-0.172750,-0.174998,+0.769191,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
353,DS-MVTec/cable/image/cable_swap/000.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,133.png,4.470391,16.777103,5.771206,3.663179,0.988687,1.000000,0.996894,0.974991,+0.813687,+0.825000,+0.821894,+0.799991,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
354,DS-MVTec/cable/image/cable_swap/000.png,There is a defect in the object. What is the effect of the defect?,Defect Analysis,eval,133.png,-4.705056,18.327847,11.166881,2.769558,0.008968,1.000000,0.999986,0.941009,-0.166032,+0.825000,+0.824986,+0.766008,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
355,DS-MVTec/cable/image/cable_swap/001.png,Is there any defect in the object?,Anomaly Detection,train,184.png,14.610735,-7.344846,-14.636137,3.046206,1.000000,0.000645,0.000000,0.954618,+0.825000,-0.174355,-0.175000,+0.779618,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
356,DS-MVTec/cable/image/cable_swap/001.png,There is a defect in the object. Where is the defect?,Defect Localization,eval,184.png,12.364492,-5.568359,-12.033785,2.690448,0.999996,0.003802,0.000006,0.936461,+0.824996,-0.171198,-0.174994,+0.761461,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
357,DS-MVTec/cable/image/cable_swap/001.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,184.png,3.670605,17.292828,6.584965,3.547610,0.975171,1.000000,0.998621,0.972013,+0.800171,+0.825000,+0.823621,+0.797013,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
358,DS-MVTec/cable/image/cable_swap/001.png,There is a defect in the object. Is there an additional defect?,Defect Analysis,eval,184.png,6.459850,0.746853,-5.053990,2.492613,0.998437,0.678493,0.006343,0.923622,+0.823437,+0.503493,-0.168657,+0.748622,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,0111,0
359,DS-MVTec/cable/image/cable_swap/002.png,Is there any defect in the object?,Anomaly Detection,train,080.png,16.147661,-7.660964,-15.694480,3.269649,1.000000,0.000471,0.000000,0.963373,+0.825000,-0.174529,-0.175000,+0.788373,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
360,DS-MVTec/cable/image/cable_swap/002.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,080.png,13.407296,5.434343,-6.238014,3.882228,0.999998,0.995655,0.001950,0.979811,+0.824998,+0.820655,-0.173050,+0.804811,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
361,DS-MVTec/cable/image/cable_swap/002.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,eval,080.png,5.505362,16.798363,5.312201,3.743133,0.995952,1.000000,0.995093,0.976868,+0.820952,+0.825000,+0.820093,+0.801868,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
